实体类型,重复节点名称,重复节点编码,保留主节点名称,保留主节点编码,处理原因,重复节点元素ID,主节点元素ID,处置
Evidence,致心律失常性右心室心肌病-心电图-全书回捞证据-6161-A2ABF4,"""EVD-CARD-FULLBOOK-2E7B6D1DA2ABF4""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:20958,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,致心律失常性右心室心肌病-创伤-全书回捞证据-6161-8F8DEA,"""EVD-CARD-FULLBOOK-823017998F8DEA""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:20959,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,致心律失常性右心室心肌病-心肌缺血-全书回捞证据-6161-CEE859,"""EVD-CARD-FULLBOOK-2757E6E7CEE859""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:20960,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,致心律失常性右心室心肌病-心律失常-全书回捞证据-6161-33AA41,"""EVD-CARD-FULLBOOK-A58139E133AA41""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:20961,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,致心律失常性右心室心肌病-猝死-全书回捞证据-6161-EA7E10,"""EVD-CARD-FULLBOOK-A7B39BCBEA7E10""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:20962,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,致心律失常性右心室心肌病-危险分层-全书回捞证据-6161-F7167C,"""EVD-CARD-FULLBOOK-CDD4C185F7167C""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:20963,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,心肌炎-心动过速-全书回捞证据-6949-40DF56,"""EVD-CARD-FULLBOOK-0D05F2C240DF56""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:21272,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心肌炎-心动过缓-全书回捞证据-6949-4A6F50,"""EVD-CARD-FULLBOOK-5774C5314A6F50""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:21273,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心肌炎-低血压-全书回捞证据-6949-A03E83,"""EVD-CARD-FULLBOOK-D3313B3EA03E83""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:21274,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心肌炎-肾功能-全书回捞证据-6949-A060D6,"""EVD-CARD-FULLBOOK-5B6B3BE3A060D6""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:21275,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心肌炎-洋地黄类药物-全书回捞证据-6949-B52B28,"""EVD-CARD-FULLBOOK-D945324CB52B28""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:21276,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心肌炎-心力衰竭-全书回捞证据-6949-3A0B0A,"""EVD-CARD-FULLBOOK-AC5470053A0B0A""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:21277,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心肌炎-心律失常-全书回捞证据-6949-973E07,"""EVD-CARD-FULLBOOK-28B8FA34973E07""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:21278,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心肌炎-鉴别诊断-全书回捞证据-6949-7013E8,"""EVD-CARD-FULLBOOK-895689407013E8""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:21279,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-心动过速-全书回捞证据-6949-46CCD2,"""EVD-CARD-FULLBOOK-FBD078BD46CCD2""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22458,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-心动过缓-全书回捞证据-6949-B52D56,"""EVD-CARD-FULLBOOK-349918A1B52D56""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22459,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-低血压-全书回捞证据-6949-DB654D,"""EVD-CARD-FULLBOOK-B4D8DCDADB654D""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22460,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-肾功能-全书回捞证据-6949-E92973,"""EVD-CARD-FULLBOOK-E2636284E92973""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22461,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-洋地黄类药物-全书回捞证据-6949-B6F1CE,"""EVD-CARD-FULLBOOK-4130D5CAB6F1CE""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22462,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-心力衰竭-全书回捞证据-6949-494448,"""EVD-CARD-FULLBOOK-5DBCA48E494448""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22463,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-心律失常-全书回捞证据-6949-560C0B,"""EVD-CARD-FULLBOOK-6E2C570D560C0B""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22464,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-鉴别诊断-全书回捞证据-6949-455240,"""EVD-CARD-FULLBOOK-9E41264A455240""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22465,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-水肿-全书回捞证据-8355-04C587,"""EVD-CARD-FULLBOOK-6EF10D6B04C587""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22471,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-高血压-全书回捞证据-8355-2F4BFD,"""EVD-CARD-FULLBOOK-BCEC69412F4BFD""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22472,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-心电图-全书回捞证据-8355-4A4940,"""EVD-CARD-FULLBOOK-D2368FCD4A4940""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22473,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-血脂检查-全书回捞证据-8355-5FFA1A,"""EVD-CARD-FULLBOOK-8BB7D0B25FFA1A""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22474,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-血糖-全书回捞证据-8355-727C8F,"""EVD-CARD-FULLBOOK-178AB1D4727C8F""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22475,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-肾功能-全书回捞证据-8355-9485DE,"""EVD-CARD-FULLBOOK-59DE64329485DE""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22476,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-血运重建-全书回捞证据-8355-36CBAC,"""EVD-CARD-FULLBOOK-76A8D50D36CBAC""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22477,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-吸烟-全书回捞证据-8355-2206A2,"""EVD-CARD-FULLBOOK-D8356B392206A2""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22478,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-糖尿病-全书回捞证据-8355-537271,"""EVD-CARD-FULLBOOK-EC918097537271""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22479,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-肥胖-全书回捞证据-8355-360EE3,"""EVD-CARD-FULLBOOK-002BA3BD360EE3""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22480,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-家族史-全书回捞证据-8355-C5070A,"""EVD-CARD-FULLBOOK-E885C4E6C5070A""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22481,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-动脉粥样硬化-全书回捞证据-8355-A2CB07,"""EVD-CARD-FULLBOOK-E60D7870A2CB07""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22482,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-心力衰竭-全书回捞证据-8355-ED8E4D,"""EVD-CARD-FULLBOOK-890F36CAED8E4D""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22483,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-脑卒中-全书回捞证据-8355-BA9CE1,"""EVD-CARD-FULLBOOK-F0759895BA9CE1""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22484,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,二尖瓣狭窄-出血-全书回捞证据-8355-BCD39E,"""EVD-CARD-FULLBOOK-B0D3E74CBCD39E""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22485,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-differential_diagnosis-教材证据,"""EVD-CARD-FOUND-00075""",室性心动过速-definition-教材证据,EVD-CARD-FOUND-00074,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:226,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:225,迁移全部关系后物理删除重复节点
Evidence,缩窄性心包炎-心动过速-全书回捞证据-6949-8ED1B7,"""EVD-CARD-FULLBOOK-74EB705C8ED1B7""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23543,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,缩窄性心包炎-心动过缓-全书回捞证据-6949-5D2C4D,"""EVD-CARD-FULLBOOK-EF5028C35D2C4D""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23544,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,缩窄性心包炎-低血压-全书回捞证据-6949-3671AA,"""EVD-CARD-FULLBOOK-A08676233671AA""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23545,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,缩窄性心包炎-肾功能-全书回捞证据-6949-344990,"""EVD-CARD-FULLBOOK-DE853DE5344990""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23546,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,缩窄性心包炎-洋地黄类药物-全书回捞证据-6949-33C48E,"""EVD-CARD-FULLBOOK-7157212133C48E""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23547,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,缩窄性心包炎-心力衰竭-全书回捞证据-6949-18FBD4,"""EVD-CARD-FULLBOOK-920E507018FBD4""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23548,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,缩窄性心包炎-心律失常-全书回捞证据-6949-BE56EC,"""EVD-CARD-FULLBOOK-D969E317BE56EC""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23549,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,缩窄性心包炎-鉴别诊断-全书回捞证据-6949-FBC56A,"""EVD-CARD-FULLBOOK-801E1D73FBC56A""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23550,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,静脉血栓症-鉴别诊断-全书回捞证据-1561-A2F403,"""EVD-CARD-FULLBOOK-23CEEC03A2F403""",心力衰竭-鉴别诊断-全书回捞证据-1561-DAACAD,EVD-CARD-FULLBOOK-A64D90CFDAACAD,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:24840,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12516,迁移全部关系后物理删除重复节点
Evidence,静脉血栓症-上腹痛-全书回捞证据-10453-1E8499,"""EVD-CARD-FULLBOOK-F71AA0771E8499""",感染性心内膜炎-上腹痛-全书回捞证据-10453-6CD2F4,EVD-CARD-FULLBOOK-3AF32E636CD2F4,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:25263,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23886,迁移全部关系后物理删除重复节点
Evidence,静脉血栓症-感染-全书回捞证据-10595-38AA8D,"""EVD-CARD-FULLBOOK-9000823638AA8D""",感染性心内膜炎-感染-全书回捞证据-10595-90D6C9,EVD-CARD-FULLBOOK-1B7F5CBE90D6C9,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:25279,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:23985,迁移全部关系后物理删除重复节点
Evidence,静脉血栓症-脑卒中-全书回捞证据-28351-C6DBE5,"""EVD-CARD-FULLBOOK-D8EEE7F3C6DBE5""",缺血性心肌病-脑卒中-全书回捞证据-28351-134458,EVD-CARD-FULLBOOK-AA5DBA6E134458,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:25438,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18541,迁移全部关系后物理删除重复节点
Evidence,静脉血栓症-发绀-全书回捞证据-30171-4748B1,"""EVD-CARD-FULLBOOK-3A1B1EB74748B1""",动脉粥样硬化-发绀-全书回捞证据-30171-D05A92,EVD-CARD-FULLBOOK-20DE71B2D05A92,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:25460,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17327,迁移全部关系后物理删除重复节点
LabTest,脑钠肽,"""LAB-CARD-TEXT-768E5070F6""",B型钠尿肽,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:25595,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:36850,迁移全部关系后物理删除重复节点
Evidence,早期复极综合征-treatment_plan-教材证据,"""EVD-CARD-FOUND-00109""",心室扑动与心室颤动-treatment_plan-教材证据,EVD-CARD-FOUND-00077,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:260,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:228,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-心动过速-教材证据-6949-4BDDDC,"""EVD-CARD-DEEP-91A9BAC64BDDDC""",房性心动过速-心动过速-教材证据-6949-A70B89,EVD-CARD-DEEP-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26100,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:6960,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-心动过缓-教材证据-6949-BF0FFF,"""EVD-CARD-DEEP-5C72ACD8BF0FFF""",房性心动过速-心动过速-教材证据-6949-A70B89,EVD-CARD-DEEP-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26101,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:6960,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-低血压-教材证据-6949-E2E9CF,"""EVD-CARD-DEEP-E1EE9981E2E9CF""",房性心动过速-心动过速-教材证据-6949-A70B89,EVD-CARD-DEEP-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26102,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:6960,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-肾功能-教材证据-6949-F9B1E9,"""EVD-CARD-DEEP-E39E4F2EF9B1E9""",房性心动过速-心动过速-教材证据-6949-A70B89,EVD-CARD-DEEP-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26103,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:6960,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-洋地黄类药物-教材证据-6949-39BE4F,"""EVD-CARD-DEEP-91E7137D39BE4F""",房性心动过速-心动过速-教材证据-6949-A70B89,EVD-CARD-DEEP-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26104,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:6960,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-心力衰竭-教材证据-6949-9D0663,"""EVD-CARD-DEEP-511D8BB99D0663""",房性心动过速-心动过速-教材证据-6949-A70B89,EVD-CARD-DEEP-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26105,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:6960,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-心律失常-教材证据-6949-2046D9,"""EVD-CARD-DEEP-5DEE5B212046D9""",房性心动过速-心动过速-教材证据-6949-A70B89,EVD-CARD-DEEP-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26106,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:6960,迁移全部关系后物理删除重复节点
Evidence,动脉粥样硬化-exam-教材证据,"""EVD-CARD-FOUND-00116""",动脉粥样硬化-diagnosis_criteria-教材证据,EVD-CARD-FOUND-00115,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:267,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:266,迁移全部关系后物理删除重复节点
Evidence,动脉粥样硬化-risk_factor-教材证据,"""EVD-CARD-FOUND-00121""",动脉粥样硬化-epidemiology-教材证据,EVD-CARD-FOUND-00120,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:272,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:271,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-medication-教材证据,"""EVD-CARD-FOUND-00130""",冠状动脉粥样硬化性心脏病-prognosis-教材证据,EVD-CARD-FOUND-00129,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:281,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:280,迁移全部关系后物理删除重复节点
Exam,经食管超声心动图,"""EXAM-CARD-705D7CD61EB7""",经食管超声心动图,EXAM-TEE,同一疾病直连的同类型同名主数据重复,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:30638,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:56530,迁移全部关系后物理删除重复节点
