文件名,规范名,目录,来源目录类型,建议疾病大类,文件大小MB,最后修改时间,是否已解析登记,登记文件名,登记来源文件数,登记来源示例,下一步动作
成人先天性心脏病相关肺动脉高压诊断与治疗指南.pdf,成人先天性心脏病相关肺动脉高压诊断与治疗指南,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\PH,诊疗指南目录,肺动脉高压,3.98,2026-06-02 12:41:50,是,成人先天性心脏病相关肺动脉高压诊断与治疗指南.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
SYNCOPE CN 2018.pdf,syncopecn2018,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\SYNCOPE,诊疗指南目录,待人工归类,0.77,2026-06-02 12:41:50,是,SYNCOPE CN 2018.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
SYNCOPE ESC 2018.pdf,syncopeesc2018,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\SYNCOPE,诊疗指南目录,待人工归类,3.64,2026-06-02 12:41:50,是,SYNCOPE ESC 2018.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
儿童常见先天性心脏病介入治疗专家共识.pdf,儿童常见先天性心脏病介入治疗专家共识,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\先天性心脏病,诊疗指南目录,结构性心脏病/先天性心脏病,1.16,2026-06-02 12:41:50,是,儿童常见先天性心脏病介入治疗专家共识.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_结构性心脏病先心病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
常见先天性心脏病介入治疗中国专家共识之一：房间隔缺损介入治疗.pdf,常见先天性心脏病介入治疗中国专家共识之一房间隔缺损介入治疗,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\先天性心脏病,诊疗指南目录,结构性心脏病/先天性心脏病,0.31,2026-06-02 12:41:50,否,,0,,进入未解析PDF候选池
常见先天性心脏病介入治疗中国专家共识之三、动脉导管未闭的介入治疗.pdf,常见先天性心脏病介入治疗中国专家共识之三、动脉导管未闭的介入治疗,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\先天性心脏病,诊疗指南目录,结构性心脏病/先天性心脏病,0.23,2026-06-02 12:41:50,是,常见先天性心脏病介入治疗中国专家共识之三、动脉导管未闭的介入治疗.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_结构性心脏病先心病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
常见先天性心脏病介入治疗中国专家共识之二、室间隔缺损介入治疗.pdf,常见先天性心脏病介入治疗中国专家共识之二、室间隔缺损介入治疗,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\先天性心脏病,诊疗指南目录,结构性心脏病/先天性心脏病,0.24,2026-06-02 12:41:50,是,常见先天性心脏病介入治疗中国专家共识之二、室间隔缺损介入治疗.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_结构性心脏病先心病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
常见先天性心脏病介入治疗中国专家共识之四：经皮球囊肺动脉瓣与主动脉瓣成形术.pdf,常见先天性心脏病介入治疗中国专家共识之四经皮球囊肺动脉瓣与主动脉瓣成形术,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\先天性心脏病,诊疗指南目录,结构性心脏病/先天性心脏病,0.46,2026-06-02 12:41:50,否,,0,,进入未解析PDF候选池
常见先天性心脏病经皮介入治疗指南（2021版）.pdf,常见先天性心脏病经皮介入治疗指南2021版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\先天性心脏病,诊疗指南目录,结构性心脏病/先天性心脏病,3.19,2026-06-02 12:41:50,是,常见先天性心脏病经皮介入治疗指南（2021版）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_结构性心脏病先心病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 常见先天性心脏病经皮介入治疗指南2021.pdf,中国常见先天性心脏病经皮介入治疗指南2021,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\先心介入,诊疗指南目录,结构性心脏病/先天性心脏病,3.19,2025-08-26 09:12:24,是,中国 常见先天性心脏病经皮介入治疗指南2021.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_结构性心脏病先心病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
2024 年中国心血管病医疗质量概述【数据汇总】.pdf,2024年中国心血管病医疗质量概述数据汇总,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\全国医疗质量数据,诊疗指南目录,待人工归类,1.05,2025-08-25 17:39:15,是,2024 年中国心血管病医疗质量概述【数据汇总】.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国心血管健康与疾病报告 2024 概要【数据汇总】.pdf,中国心血管健康与疾病报告2024概要数据汇总,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\全国医疗质量数据,诊疗指南目录,待人工归类,1.17,2025-08-25 17:52:16,是,中国心血管健康与疾病报告 2024 概要【数据汇总】.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国心血管健康与疾病报告(2023)【数据汇总】.pdf,中国心血管健康与疾病报告2023数据汇总,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\全国医疗质量数据,诊疗指南目录,待人工归类,13.37,2024-12-18 17:20:21,是,中国心血管健康与疾病报告(2023)【数据汇总】.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
ACC／AHA／ACEP／NAEMSP ／SCAI指 南：急性冠脉 综合征患者的管理 2025.pdf,acc／aha／acep／naemsp／scai指南急性冠脉综合征患者的管理2025,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\冠脉介入,诊疗指南目录,待人工归类,10.35,2025-08-26 00:03:59,否,,0,,进入未解析PDF候选池
ESC 急性冠脉综合征指南（2023）.pdf,esc急性冠脉综合征指南2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\冠脉介入,诊疗指南目录,待人工归类,12.39,2023-12-06 23:07:12,是,ESC 急性冠脉综合征指南（2023）.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 ST段抬高型心肌梗死患者急诊PCI微循环保护策略.pdf,中国st段抬高型心肌梗死患者急诊pci微循环保护策略,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\冠脉介入,诊疗指南目录,冠心病,1.78,2025-08-26 00:02:19,是,中国 ST段抬高型心肌梗死患者急诊PCI微循环保护策略.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 慢性冠脉综合征患者诊断及管理指南2024.pdf,中国慢性冠脉综合征患者诊断及管理指南2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\冠脉介入,诊疗指南目录,待人工归类,3.45,2025-08-26 08:53:30,是,中国 慢性冠脉综合征患者诊断及管理指南2024.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 经皮冠状动脉介入治疗指南（2025）.pdf,中国经皮冠状动脉介入治疗指南2025,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\冠脉介入,诊疗指南目录,冠心病,3.71,2025-08-25 17:53:50,是,中国 经皮冠状动脉介入治疗指南（2025）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 非ST段抬高型急性冠脉综合征诊断和治疗指南2024.pdf,中国非st段抬高型急性冠脉综合征诊断和治疗指南2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\冠脉介入,诊疗指南目录,待人工归类,4.45,2024-12-18 10:22:24,是,中国 非ST段抬高型急性冠脉综合征诊断和治疗指南2024.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
2.厦门大学附属心血管病医院专科护理常规(1).pdf,2厦门大学附属心血管病医院专科护理常规1,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\厦心-护理,诊疗指南目录,待人工归类,1.95,2025-09-12 17:05:49,是,2.厦门大学附属心血管病医院专科护理常规(1).pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
6. 成人住院患者静脉血栓栓塞症的预防护理（2023-5-1实施）.pdf,6成人住院患者静脉血栓栓塞症的预防护理202351实施,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\厦心-护理,诊疗指南目录,待人工归类,0.41,2025-04-02 21:29:04,是,6. 成人住院患者静脉血栓栓塞症的预防护理（2023-5-1实施）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,医脉通2020心肌梗死后心力衰竭防治专家共识,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\厦心-护理,诊疗指南目录,心力衰竭,1.34,2021-07-07 07:34:10,是,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
【医脉通】舒张性心力衰竭早期防治专家建议.pdf,医脉通舒张性心力衰竭早期防治专家建议,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\厦心-护理,诊疗指南目录,心力衰竭,0.98,2021-07-07 07:38:22,是,【医脉通】舒张性心力衰竭早期防治专家建议.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
