duplicate_code,duplicate_name,related_code,related_name,relation_type,standard_node_code
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-75C718B6FA809D54C96C607A,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第63页证据（SEG-DOC-4317086452C7EB3A-63-GL-01265-MR）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-76424063F9F9F100A1235BB8,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第68页证据（SEG-DOC-4DE9ED834C741715-68-GL-00251-VA）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-765D5A02718E9EF707446F96,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第14页证据（SEG-DOC-4317086452C7EB3A-14-GL-00149-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-7AC25CF5BD4820478B003011,ESC指南：心肌病的管理2023.pdf 第77页证据（SEG-DOC-D67714E8DE3D47F1-77-GL-00691-HCM）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-7B0DF83DD6C1D9B3EF13D490,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第20页证据（SEG-DOC-75647A0637C99A01-20-GL-00121-AS）,supported_by_evidence,EXAM-CMR
LAB-CARD-AAA739D91A3A,BNP,EVD-SHARED-7BA9C9765580248CEEBF4366,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第29页证据（SEG-DOC-4317086452C7EB3A-29-GL-00473-AS）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-7D51790D904A912945EE0367,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第67页证据（SEG-DOC-75647A0637C99A01-67-GL-00409-MS）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-7F062ECEDB2C138FCC023D1C,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第46页证据（SEG-DOC-4317086452C7EB3A-46-GL-00745-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-7F3B4ED45A651926A298F857,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第11页证据（SEG-DOC-4DE9ED834C741715-11-GL-00041-VA）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-7F64DFED259F2C32C71CC851,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第25页证据（SEG-DOC-4317086452C7EB3A-25-GL-00357-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,EVD-SHARED-7FCD84061C0608CF5631A7C1,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第65页证据（SEG-DOC-4317086452C7EB3A-65-GL-01331-AS）,supported_by_evidence,PROC-TEER
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-7FF89C9DB9FA1055FD2C1C31,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第42页证据（SEG-DOC-75647A0637C99A01-42-GL-00225-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-81BE6A48F56C2EF94D4458D1,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第40页证据（SEG-DOC-4317086452C7EB3A-40-GL-00659-AR）,supported_by_evidence,EXAM-CMR
LAB-CARD-AAA739D91A3A,BNP,EVD-SHARED-825E91DB4C8F9D14DE1B92C6,ESC／EACTS指南：房颤的管理（2024）.pdf 第28页证据（SEG-DOC-395E289047E6B856-28-GL-00300-AF）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-8261BCAE391BEAE07CDA7FC6,ESC指南：心肌病的管理2023.pdf 第60页证据（SEG-DOC-D67714E8DE3D47F1-60-GL-00561-GENERAL）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-8261BCAE391BEAE07CDA7FC6,ESC指南：心肌病的管理2023.pdf 第60页证据（SEG-DOC-D67714E8DE3D47F1-60-GL-00561-GENERAL）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-836B7A0F17E7FCFDC324962B,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第9页证据（SEG-DOC-4317086452C7EB3A-9-GL-00067-VHD）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,EVD-SHARED-836B7A0F17E7FCFDC324962B,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第9页证据（SEG-DOC-4317086452C7EB3A-9-GL-00067-VHD）,supported_by_evidence,PROC-TEER
LAB-CARD-AAA739D91A3A,BNP,EVD-SHARED-872923337B3F59E7C7708421,中国 左心耳干预预防心房颤动患者血栓栓塞事件：目前的认识和建议（2023） (1).pdf 第20页证据（SEG-DOC-12C73CE9FC871CF4-20-GL-00095-AF）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-872923337B3F59E7C7708421,中国 左心耳干预预防心房颤动患者血栓栓塞事件：目前的认识和建议（2023） (1).pdf 第20页证据（SEG-DOC-12C73CE9FC871CF4-20-GL-00095-AF）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-873797E52944376FA026FC3E,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第7页证据（SEG-DOC-4DE9ED834C741715-7-GL-00025-VA）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,EVD-SHARED-8A010BBAE2EA2A81BB817D69,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第75页证据（SEG-DOC-4317086452C7EB3A-75-GL-01537-MS）,supported_by_evidence,PROC-TEER
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-8A4A07E424FF2E77790ACC15,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第71页证据（SEG-DOC-4DE9ED834C741715-71-GL-00263-VA）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-8A4A07E424FF2E77790ACC15,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第71页证据（SEG-DOC-4DE9ED834C741715-71-GL-00263-VA）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-8BB7095E3158F069A87BEAA5,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第60页证据（SEG-DOC-4DE9ED834C741715-60-GL-00223-VA）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-8C02258E202EA4B1105B7DA9,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第29页证据（SEG-DOC-4DE9ED834C741715-29-GL-00095-AF）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-8C02258E202EA4B1105B7DA9,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第29页证据（SEG-DOC-4DE9ED834C741715-29-GL-00095-AF）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-8CB88664FD387A855E7D8D02,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第71页证据（SEG-DOC-75647A0637C99A01-71-GL-00423-VHD）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-8CC4C262158E8D69EBD7396B,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第56页证据（SEG-DOC-75647A0637C99A01-56-GL-00353-VHD）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-8E31994B1F199991D11D2FB9,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第34页证据（SEG-DOC-4317086452C7EB3A-34-GL-00533-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-8F7F61B8B9C62DDFB4C7D139,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第65页证据（SEG-DOC-4DE9ED834C741715-65-GL-00239-AF）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-9007D6AC864FF3D43B952C5F,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第55页证据（SEG-DOC-4317086452C7EB3A-55-GL-01017-MR）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-90C6956D4A5A072956C6E22E,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第47页证据（SEG-DOC-4DE9ED834C741715-47-GL-00167-VA）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-90C6956D4A5A072956C6E22E,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第47页证据（SEG-DOC-4DE9ED834C741715-47-GL-00167-VA）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-91E5F114E4EDD42215B3D6BC,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第92页证据（SEG-DOC-4317086452C7EB3A-92-GL-01681-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-92E1C4EB0B5F2FF12CD7A26E,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第16页证据（SEG-DOC-75647A0637C99A01-16-GL-00101-VHD）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-95020F7D521609FAF24B85A5,ESC指南：心肌病的管理2023.pdf 第76页证据（SEG-DOC-D67714E8DE3D47F1-76-GL-00683-GENERAL）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-96308EE82BF44D62D61D198E,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第64页证据（SEG-DOC-4DE9ED834C741715-64-GL-00235-VA）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-97362936409DFD9202992AC4,ESC指南：心肌病的管理2023.pdf 第66页证据（SEG-DOC-D67714E8DE3D47F1-66-GL-00607-GENERAL）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-997914C915B5A6EE65D57D42,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第39页证据（SEG-DOC-4317086452C7EB3A-39-GL-00647-AR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,EVD-SHARED-9A759136C4A2F1CF6C0E20EE,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第64页证据（SEG-DOC-4317086452C7EB3A-64-GL-01289-MR）,supported_by_evidence,PROC-TEER
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-9B494A08E8BC62BAC5AA4C56,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第88页证据（SEG-DOC-4317086452C7EB3A-88-GL-01647-AS）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-9CB6EE4422D65923256793B9,ESC指南：心肌病的管理2023.pdf 第48页证据（SEG-DOC-D67714E8DE3D47F1-48-GL-00481-GENERAL）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-9D4F6F129F3A2A6801173164,ESC指南：心肌病的管理2023.pdf 第25页证据（SEG-DOC-D67714E8DE3D47F1-25-GL-00265-GENERAL）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-A0E41E5A73B58566A2CFB035,ESC指南：心肌病的管理2023.pdf 第70页证据（SEG-DOC-D67714E8DE3D47F1-70-GL-00625-GENERAL）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-A235022F95CAC748C04620C4,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第119页证据（SEG-DOC-4317086452C7EB3A-119-GL-01957-VHD）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-A51B7EF7549B16F4DBBD1F47,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第82页证据（SEG-DOC-4317086452C7EB3A-82-GL-01615-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-A663A56967CE63450F5BFEF4,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第118页证据（SEG-DOC-4317086452C7EB3A-118-GL-01937-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-A6B020B8D0EDAAF93118308D,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第19页证据（SEG-DOC-4DE9ED834C741715-19-GL-00073-VA）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-A6B020B8D0EDAAF93118308D,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第19页证据（SEG-DOC-4DE9ED834C741715-19-GL-00073-VA）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-3A1C9D9E3AEB,CTA,EVD-SHARED-A6B020B8D0EDAAF93118308D,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第19页证据（SEG-DOC-4DE9ED834C741715-19-GL-00073-VA）,supported_by_evidence,EXAM-CARD-CF719F4B0836
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-A7C23EFC5B501F29FCCEFA4D,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第117页证据（SEG-DOC-4317086452C7EB3A-117-GL-01925-VHD）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-A866E086ED45D0F826DB1C58,ESC指南：心肌病的管理2023.pdf 第11页证据（SEG-DOC-D67714E8DE3D47F1-11-GL-00059-GENERAL）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-A8CE5E7BE02BB4073DB971C6,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第31页证据（SEG-DOC-4317086452C7EB3A-31-GL-00503-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-AB29000E335245E4188E4829,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第18页证据（SEG-DOC-4DE9ED834C741715-18-GL-00069-VA）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-AB5E08E48DCEC16AA857E391,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第32页证据（SEG-DOC-4317086452C7EB3A-32-GL-00513-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-ABA17CA58D20F5196AC18A7F,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第43页证据（SEG-DOC-75647A0637C99A01-43-GL-00231-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,EVD-SHARED-AD8CE87887C037DDB3B39CF2,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第64页证据（SEG-DOC-4317086452C7EB3A-64-GL-01305-MR）,supported_by_evidence,PROC-TEER
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-B19153702E242F6993B36616,ESC指南：心肌病的管理2023.pdf 第57页证据（SEG-DOC-D67714E8DE3D47F1-57-GL-00539-GENERAL）,supported_by_evidence,EXAM-CMR
LAB-CARD-AAA739D91A3A,BNP,EVD-SHARED-B1B13A5E7EC11588A5378F31,ESC指南：心肌病的管理2023.pdf 第22页证据（SEG-DOC-D67714E8DE3D47F1-22-GL-00217-GENERAL）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-B1FBC2BAABCD454F1D717E6F,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第37页证据（SEG-DOC-75647A0637C99A01-37-GL-00197-AS）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-B2941E2381C85FB9274E92F1,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第14页证据（SEG-DOC-75647A0637C99A01-14-GL-00091-VHD）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-B4ED4723CFB9BEA57946E39D,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第74页证据（SEG-DOC-4317086452C7EB3A-74-GL-01475-MR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
LAB-CARD-AAA739D91A3A,BNP,EVD-SHARED-B5880051E17DF70E922EE32B,ESC指南：心肌病的管理2023.pdf 第93页证据（SEG-DOC-D67714E8DE3D47F1-93-GL-00965-GENERAL）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
LAB-CARD-AAA739D91A3A,BNP,EVD-SHARED-B6AEC0D191E5A92D48A51B99,ESC指南：心肌病的管理2023.pdf 第6页证据（SEG-DOC-D67714E8DE3D47F1-6-GL-00023-GENERAL）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-B6AEC0D191E5A92D48A51B99,ESC指南：心肌病的管理2023.pdf 第6页证据（SEG-DOC-D67714E8DE3D47F1-6-GL-00023-GENERAL）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-B6AEC0D191E5A92D48A51B99,ESC指南：心肌病的管理2023.pdf 第6页证据（SEG-DOC-D67714E8DE3D47F1-6-GL-00023-GENERAL）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-B8D1EDB2628B67DA2898F1D3,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第13页证据（SEG-DOC-75647A0637C99A01-13-GL-00079-VHD）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-B8D1EDB2628B67DA2898F1D3,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第13页证据（SEG-DOC-75647A0637C99A01-13-GL-00079-VHD）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-B912DE595A4C004BC611A817,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第32页证据（SEG-DOC-4DE9ED834C741715-32-GL-00107-SUDDEN）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-BA041149B63D4CADB4E1ED75,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第76页证据（SEG-DOC-4317086452C7EB3A-76-GL-01579-AS）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-BC1417097AFDA1DBF07F23D5,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第17页证据（SEG-DOC-4317086452C7EB3A-17-GL-00207-MR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-3A51966AEA2C,TEER,EVD-SHARED-BC1417097AFDA1DBF07F23D5,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第17页证据（SEG-DOC-4317086452C7EB3A-17-GL-00207-MR）,supported_by_evidence,PROC-TEER
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-BC9DF922CAE614D99B300478,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第73页证据（SEG-DOC-4317086452C7EB3A-73-GL-01449-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-BDD90E8FD91B283A8B5B1386,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第41页证据（SEG-DOC-4317086452C7EB3A-41-GL-00689-AR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-BDFB44A0C1E405AA69521692,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第61页证据（SEG-DOC-75647A0637C99A01-61-GL-00373-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-BE64EF789C73856457A51DAB,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00241-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-BEBC2AA1C69F14A3FA4C6F92,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第76页证据（SEG-DOC-4DE9ED834C741715-76-GL-00287-VA）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-BF20F0672CA4645E5168E5D5,中国 左心耳干预预防心房颤动患者血栓栓塞事件：目前的认识和建议（2023） (1).pdf 第15页证据（SEG-DOC-12C73CE9FC871CF4-15-GL-00067-AF）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-BFEBC26822B21A66BD58F882,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第49页证据（SEG-DOC-75647A0637C99A01-49-GL-00275-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-C20E6A345D97BD50375ABCFA,ESC指南：心肌病的管理2023.pdf 第87页证据（SEG-DOC-D67714E8DE3D47F1-87-GL-00789-GENERAL）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-C2B09E0E401CFF821FE60875,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第32页证据（SEG-DOC-4317086452C7EB3A-32-GL-00509-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-C515946741BC90C0A3989177,ESC指南：心肌病的管理2023.pdf 第9页证据（SEG-DOC-D67714E8DE3D47F1-9-GL-00037-GENERAL）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-C5BEA6E64C8F05E6888EEAAA,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第26页证据（SEG-DOC-4317086452C7EB3A-26-GL-00377-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-C5FAF4BFFABDFDD45E372BF3,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第54页证据（SEG-DOC-4DE9ED834C741715-54-GL-00207-VA）,supported_by_evidence,EXAM-CMR
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-C6B6ADDA3F7B3A71ECE17E56,ESC指南：心肌病的管理2023.pdf 第43页证据（SEG-DOC-D67714E8DE3D47F1-43-GL-00445-GENERAL）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-C926C77F5389BDD17831E08F,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第40页证据（SEG-DOC-75647A0637C99A01-40-GL-00209-VHD）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-3A1C9D9E3AEB,CTA,EVD-SHARED-CAA368F43E7FADD4F8A367F5,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf 第53页证据（SEG-DOC-4DE9ED834C741715-53-GL-00205-SUDDEN）,supported_by_evidence,EXAM-CARD-CF719F4B0836
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-CB9009EFE12C1C37319AF424,ESC指南：心肌病的管理2023.pdf 第88页证据（SEG-DOC-D67714E8DE3D47F1-88-GL-00797-GENERAL）,supported_by_evidence,EXAM-CMR
EXAM-CARD-F6AAC5622DEA,CT,EVD-SHARED-CD86A0B79F1EA4319DFE6F87,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第57页证据（SEG-DOC-75647A0637C99A01-57-GL-00359-VHD）,supported_by_evidence,EXAM-CARD-TEXT-9A031190AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-CD86A0B79F1EA4319DFE6F87,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第57页证据（SEG-DOC-75647A0637C99A01-57-GL-00359-VHD）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
LAB-CARD-AAA739D91A3A,BNP,EVD-SHARED-CDA3B61FAAA144E320696E9B,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第15页证据（SEG-DOC-75647A0637C99A01-15-GL-00095-VHD）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-CDA3B61FAAA144E320696E9B,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第15页证据（SEG-DOC-75647A0637C99A01-15-GL-00095-VHD）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-CDA3B61FAAA144E320696E9B,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第15页证据（SEG-DOC-75647A0637C99A01-15-GL-00095-VHD）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
EXAM-CARD-09DFFB573658,CMR,EVD-SHARED-CF4A9A590FE8098103086B4F,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第50页证据（SEG-DOC-75647A0637C99A01-50-GL-00287-VHD）,supported_by_evidence,EXAM-CMR
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-SHARED-CF4A9A590FE8098103086B4F,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第50页证据（SEG-DOC-75647A0637C99A01-50-GL-00287-VHD）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
