rec_code,rec_name,clinical_review_status,review_status,cdss_release_level,formal_cdss_ready,disease_categories,diseases,disease_codes,action_n,action_names,action_codes,evidence_n,evidence_examples,rule_n,stage_n,disease_n,has_trigger,has_population,has_exclusion_or_contra,has_patient_fields,has_recommendation_class,has_evidence_level,has_statement_text,recommendation_class,evidence_level,gaps,qualification
REC-CDSS-SVTAFL-ARR-AVRT-03-01-TREAT,房室折返性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、房室折返性心动过速治疗方案、伊布利特、普罗帕酮等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,房室折返性心动过速,DIS-CARD-ARR-AVRT,13,维拉帕米；房室折返性心动过速治疗方案；三尖瓣环峡部消融；伊布利特；颈动脉窦按摩；同步电复律；普罗帕酮；胺碘酮,MED-CARD-STD-C685CE7163；PLAN-CARD-344A32B0714D；PROC-CARD-69A311F01D4B；MED-CARD-75C23ADDCA3A；PROC-CARD-B13C58DD2614；PLAN-CARD-108E680ADD4F；MED-CARD-0D88ECB6525C；MED-AMIODARONE,3,EVD-CBDFBB2E088CA458D4E6-AVRT；EVD-13C10C8A36B15281C997-AVRT；EVD-FA19DDD6812364E50C63-AVRT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-AVRT-04-01-FOLLOW,房室折返性心动过速稳定期或治疗后，应按房室折返性心动过速随访方案、房室折返性心动过速预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,房室折返性心动过速,DIS-CARD-ARR-AVRT,2,房室折返性心动过速预后；房室折返性心动过速随访方案,PROG-CARD-A8D219313933；FU-CARD-431BD69A14C0,3,EVD-52F92D38A1E6498A4D09-AVRT；EVD-F24F5405DDEFF65D1582-AVRT；EVD-13C10C8A36B15281C997-AVRT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-SVT-01-01-DIAG,疑似室上性心动过速时，应结合室上性心动过速诊断标准、12导联心电图、动态心电图、电生理检查、超声心动图等进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,室上性心动过速,DIS-CARD-ARR-SVT,9,电生理检查；室上性心动过速诊断标准；室性心动过速；心房颤动；12导联心电图；甲状腺功能检查；电解质检查；动态心电图,EXAM-CARD-TEXT-C33E64A777；DXC-CARD-FD25F5A6CB2C；DDX-CARD-95D3594A06C8；DDX-CARD-91D172B6AA3C；EXAM-CARD-A80B855C8C77；LAB-CARD-A7AB15DD86D3；LAB-CARD-32F70E68B21F；EXAM-HOLTER,3,EVD-9627254301018A3F041C-SVT；EVD-E90BAE58AB21189E496D-SVT；EVD-8F94D7C92ECB1DB9E563-SVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-SVT-02-01-RISK,室上性心动过速确诊或高度疑似后，应结合先天性心脏病、咖啡因、器质性心脏病、旁路、甲状腺功能亢进等进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,室上性心动过速,DIS-CARD-ARR-SVT,8,旁路；咖啡因；心力衰竭；先天性心脏病；甲状腺功能亢进；器质性心脏病；心绞痛；心动过速性心肌病,RF-CARD-51E145B5DA9D；RF-CARD-8F3A0A24DA13；COMP-CARD-7CF202961681；RF-CARD-49D590861927；RF-CARD-D584EECA0828；RF-CARD-0B01A8D08815；COMP-CARD-8518D33440EE；COMP-CARD-999717870618,3,EVD-9627254301018A3F041C-SVT；EVD-0FD1D195CF06AE7F0386-SVT；EVD-B6C62F998ACADDEE6FD7-SVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-SVT-03-01-TREAT,室上性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、室上性心动过速治疗方案、导管消融、β受体阻滞剂、普罗帕酮等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,室上性心动过速,DIS-CARD-ARR-SVT,13,维拉帕米；颈动脉窦按摩；索他洛尔；导管消融；三尖瓣环峡部消融；射频导管消融；同步电复律；β受体阻滞剂,MED-CARD-STD-C685CE7163；PROC-CARD-B13C58DD2614；MED-CARD-F50DC811465A；PLAN-CARD-5C9E41087192；PROC-CARD-69A311F01D4B；PROC-CARD-4777F9B8D8F3；PLAN-CARD-108E680ADD4F；MED-BETA-BLOCKER,3,EVD-6113FC399581C8482130-AT；EVD-9627254301018A3F041C-SVT；EVD-6FAA68DC1E464AC93E82-SVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-SVT-04-01-FOLLOW,室上性心动过速稳定期或治疗后，应按室上性心动过速随访方案、室上性心动过速预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,室上性心动过速,DIS-CARD-ARR-SVT,2,室上性心动过速随访方案；室上性心动过速预后,FU-CARD-00103E0E5112；PROG-CARD-2B965337D271,3,EVD-9627254301018A3F041C-SVT；EVD-E07B1C7767287655838D-SVT；EVD-E90BAE58AB21189E496D-SVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-WPW-01-01-DIAG,疑似预激综合征时，应结合预激综合征诊断标准、12导联心电图、动态心电图、电生理检查、超声心动图等进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,预激综合征,DIS-CARD-ARR-WPW,8,电生理检查；肝功能检查；超声心动图；预激综合征诊断标准；12导联心电图；心房颤动；动态心电图；室性心动过速,EXAM-CARD-TEXT-C33E64A777；LAB-CARD-597957F91E61；EXAM-TTE；DXC-CARD-C4C1DC3E0CB5；EXAM-CARD-A80B855C8C77；DDX-CARD-91D172B6AA3C；EXAM-HOLTER；DDX-CARD-95D3594A06C8,3,EVD-CBDFBB2E088CA458D4E6-WPW；EVD-E977EBD141ED5288E0E4-WPW；EVD-CBEC0F8E55B0A3171240-WPW,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-WPW-02-01-RISK,预激综合征确诊或高度疑似后，应结合先天性心脏病、器质性心脏病、旁路、电解质紊乱、预激等进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,预激综合征,DIS-CARD-ARR-WPW,8,心动过速性心肌病；心绞痛；电解质紊乱；器质性心脏病；旁路；先天性心脏病；心力衰竭；预激,COMP-CARD-999717870618；COMP-CARD-8518D33440EE；RF-CARD-ECFCF408156D；RF-CARD-0B01A8D08815；RF-CARD-51E145B5DA9D；RF-CARD-49D590861927；COMP-CARD-7CF202961681；RF-CARD-A5DEBD576339,3,EVD-0FD1D195CF06AE7F0386-WPW；EVD-B4D673623519AC822852-WPW；EVD-E977EBD141ED5288E0E4-WPW,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-WPW-03-01-TREAT,预激综合征治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、抗凝治疗、伊布利特、普罗帕酮等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,预激综合征,DIS-CARD-ARR-WPW,13,维拉帕米；导管消融；普罗帕酮；同步直流电复律；颈动脉窦按摩；索他洛尔；抗凝治疗；三尖瓣环峡部消融,MED-CARD-STD-C685CE7163；PLAN-CARD-5C9E41087192；MED-CARD-0D88ECB6525C；PROC-CARD-7FD747D740F0；PROC-CARD-B13C58DD2614；MED-CARD-F50DC811465A；PLAN-CARD-A1C4E6332D38；PROC-CARD-69A311F01D4B,3,EVD-CBDFBB2E088CA458D4E6-WPW；EVD-3C5E8B6E4210787D298D-WPW；EVD-E977EBD141ED5288E0E4-WPW,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-SVTAFL-ARR-WPW-04-01-FOLLOW,预激综合征稳定期或治疗后，应按预激综合征随访方案、预激综合征预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,预激综合征,DIS-CARD-ARR-WPW,2,预激综合征随访方案；预激综合征预后,FU-CARD-58BC1E7A037C；PROG-CARD-3025B300733B,3,EVD-E977EBD141ED5288E0E4-WPW；EVD-A688DEE96E4B429665D7-WPW；EVD-3C5E8B6E4210787D298D-WPW,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-BRUGADA-01-01-DIAG,疑似Brugada综合征时，应结合Brugada综合征诊断标准、冠状动脉造影、动态心电图、基因检测、心电图进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,Brugada综合征,DIS-CARD-ARR-BRUGADA,5,动态心电图；心电图；基因检测；Brugada综合征诊断标准；冠状动脉造影,EXAM-HOLTER；EXAM-ECG；EXAM-GENETIC；DXC-CARD-REQ-A69DF947813A；EXAM-CAG,3,EVD-988EE45BB7AE596CAE55-BRUGADA；EVD-B4DE2C162C37E9384DAC-BRUGADA；EVD-FF93ED940C3A8AC56E8E-BRUGADA,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-BRUGADA-02-01-RISK,Brugada综合征确诊或高度疑似后，应结合Brugada综合征风险分层、冠心病、器质性心脏病、家族猝死史、左心室射血分数降低等进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,Brugada综合征,DIS-CARD-ARR-BRUGADA,8,心力衰竭；冠心病；心脏骤停；心脏性猝死；Brugada综合征风险分层；家族猝死史；器质性心脏病；左心室射血分数降低,RF-CARD-B9897348761B；RF-CARD-5CED5B5BB8F2；COMP-CARD-0BB4844323FE；COMP-CARD-A72F9F86BA4A；RISK-CARD-3B90BBF6CF71；RF-CARD-582C0867E033；RF-CARD-0B01A8D08815；RF-CARD-F1375C550E45,3,EVD-B49DBC0D5E5880A20E3A-BRUGADA；EVD-FF93ED940C3A8AC56E8E-BRUGADA；EVD-988EE45BB7AE596CAE55-BRUGADA,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-BRUGADA-03-01-TREAT,Brugada综合征治疗应根据病情严重程度、禁忌证和患者特征选择Brugada综合征治疗方案、ICD治疗、射频消融治疗、β受体阻滞剂、利多卡因等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,Brugada综合征,DIS-CARD-ARR-BRUGADA,13,普萘洛尔；埋藏式心脏转复除颤器；同步电复律；索他洛尔；导管消融；ICD治疗；普罗帕酮；利多卡因,MED-CARD-STD-9146894909；PROC-CARD-5F23E250AADD；PROC-CARD-36488EFD8194；MED-CARD-F50DC811465A；PROC-CARD-BA093052CBC6；PLAN-CARD-946BE3CB675F；MED-CARD-0D88ECB6525C；MED-CARD-91B9687BBE00,3,EVD-A41D5F17B34CAE07E13C-BRUGADA；EVD-988EE45BB7AE596CAE55-BRUGADA；EVD-FF93ED940C3A8AC56E8E-BRUGADA,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-BRUGADA-04-01-FOLLOW,Brugada综合征稳定期或治疗后，应按Brugada综合征随访方案、Brugada综合征预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,Brugada综合征,DIS-CARD-ARR-BRUGADA,2,Brugada综合征随访方案；Brugada综合征预后,FU-CARD-DACB92B0C5DD；PROG-CARD-254948E12562,3,EVD-FF93ED940C3A8AC56E8E-BRUGADA；EVD-B4DE2C162C37E9384DAC-BRUGADA；EVD-988EE45BB7AE596CAE55-BRUGADA,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-CPVT-01-01-DIAG,疑似儿茶酚胺敏感性多形性室性心动过速时，应结合儿茶酚胺敏感性多形性室性心动过速诊断标准、冠状动脉造影、动态心电图、基因检测、心电图进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,儿茶酚胺敏感性多形性室性心动过速,DIS-CARD-ARR-CPVT,5,心电图；儿茶酚胺敏感性多形性室性心动过速诊断标准；基因检测；冠状动脉造影；动态心电图,EXAM-ECG；DXC-CARD-REQ-FE58A0E71FEE；EXAM-GENETIC；EXAM-CAG；EXAM-HOLTER,3,EVD-A41D5F17B34CAE07E13C-CPVT；EVD-FF93ED940C3A8AC56E8E-CPVT；EVD-TB-28542E75A8F175245FCB-CPVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-CPVT-02-01-RISK,儿茶酚胺敏感性多形性室性心动过速确诊或高度疑似后，应结合儿茶酚胺敏感性多形性室性心动过速风险分层、冠心病、器质性心脏病、家族猝死史、左心室射血分数降低等进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,儿茶酚胺敏感性多形性室性心动过速,DIS-CARD-ARR-CPVT,8,儿茶酚胺敏感性多形性室性心动过速风险分层；左心室射血分数降低；心力衰竭；冠心病；心脏性猝死；器质性心脏病；家族猝死史；心脏骤停,RISK-CARD-7592F7642F24；RF-CARD-F1375C550E45；RF-CARD-B9897348761B；RF-CARD-5CED5B5BB8F2；COMP-CARD-A72F9F86BA4A；RF-CARD-0B01A8D08815；RF-CARD-582C0867E033；COMP-CARD-0BB4844323FE,3,EVD-A41D5F17B34CAE07E13C-CPVT；EVD-TB-28542E75A8F175245FCB-CPVT；EVD-FF93ED940C3A8AC56E8E-CPVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-CPVT-03-01-TREAT,儿茶酚胺敏感性多形性室性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、儿茶酚胺敏感性多形性室性心动过速治疗方案、抗心律失常药物治疗、利多卡因、奎尼丁等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,儿茶酚胺敏感性多形性室性心动过速,DIS-CARD-ARR-CPVT,11,儿茶酚胺敏感性多形性室性心动过速治疗方案；抗心律失常药物治疗；ICD治疗；导管消融；胺碘酮；埋藏式心脏转复除颤器；利多卡因；普罗帕酮,PLAN-CARD-D4265EE715BD；PLAN-CARD-E01DCE98BB99；PLAN-CARD-946BE3CB675F；PROC-CARD-BA093052CBC6；MED-AMIODARONE；PROC-CARD-5F23E250AADD；MED-CARD-91B9687BBE00；MED-CARD-0D88ECB6525C,3,EVD-A41D5F17B34CAE07E13C-CPVT；EVD-FF93ED940C3A8AC56E8E-CPVT；EVD-TB-28542E75A8F175245FCB-CPVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-CPVT-04-01-FOLLOW,儿茶酚胺敏感性多形性室性心动过速稳定期或治疗后，应按儿茶酚胺敏感性多形性室性心动过速随访方案、儿茶酚胺敏感性多形性室性心动过速预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,儿茶酚胺敏感性多形性室性心动过速,DIS-CARD-ARR-CPVT,2,儿茶酚胺敏感性多形性室性心动过速预后；儿茶酚胺敏感性多形性室性心动过速随访方案,PROG-CARD-C6CC03D7EF2F；FU-CARD-CA6D6BEF3F11,3,EVD-TB-28542E75A8F175245FCB-CPVT；EVD-FF93ED940C3A8AC56E8E-CPVT；EVD-7B004E5BB799FCAA7051-CPVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-LQTS-01-01-DIAG,疑似长QT间期综合征时，应结合长QT间期综合征诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,长QT间期综合征,DIS-CARD-ARR-LQTS,6,心电图；冠状动脉造影；基因检测；动态心电图；血钾；长QT间期综合征诊断标准,EXAM-ECG；EXAM-CAG；EXAM-GENETIC；EXAM-HOLTER；LAB-CARD-F89D5BB72F25；DXC-CARD-REQ-4FDD69B1DF11,3,EVD-FF93ED940C3A8AC56E8E-LQTS；EVD-60C4619325E6FE6D22F5-LQTS；EVD-22F1D1DDC36B0B600F0B-LQTS,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-LQTS-02-01-RISK,长QT间期综合征确诊或高度疑似后，应结合长QT间期综合征风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,长QT间期综合征,DIS-CARD-ARR-LQTS,8,心脏骤停；家族猝死史；心脏性猝死；长QT间期综合征风险分层；低钾血症；器质性心脏病；冠心病；低镁血症,COMP-CARD-0BB4844323FE；RF-CARD-582C0867E033；COMP-CARD-A72F9F86BA4A；RISK-CARD-87ECA663125E；RF-CARD-180C2F8F80F3；RF-CARD-0B01A8D08815；RF-CARD-5CED5B5BB8F2；RF-CARD-58A2844616A5,3,EVD-60C4619325E6FE6D22F5-LQTS；EVD-00323EE9BEA35BEB60BB-LQTS；EVD-FF93ED940C3A8AC56E8E-LQTS,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-LQTS-03-01-TREAT,长QT间期综合征治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、抗心律失常药物治疗、电复律除颤、β受体阻滞剂、利多卡因等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,长QT间期综合征,DIS-CARD-ARR-LQTS,13,普萘洛尔；同步电复律；临时起搏；抗心律失常药物治疗；抗心律失常药物；β受体阻滞剂；利多卡因；奎尼丁,MED-CARD-STD-9146894909；PROC-CARD-36488EFD8194；PROC-CARD-128A6330E583；PLAN-CARD-E01DCE98BB99；MED-CARD-73E3BE4E64BB；MED-BETA-BLOCKER；MED-CARD-91B9687BBE00；MED-CARD-74936DD4D485,3,EVD-B49DBC0D5E5880A20E3A-LQTS；EVD-1AF187F33361C99593CE-LQTS；EVD-FF93ED940C3A8AC56E8E-LQTS,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-LQTS-04-01-FOLLOW,长QT间期综合征稳定期或治疗后，应按长QT间期综合征随访与复查方案、长QT间期综合征预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,长QT间期综合征,DIS-CARD-ARR-LQTS,2,长QT间期综合征随访与复查方案；长QT间期综合征预后,FU-CARD-REQ-57220EA34AC5；PROG-CARD-3600022D066A,3,EVD-FF93ED940C3A8AC56E8E-LQTS；EVD-60C4619325E6FE6D22F5-LQTS；EVD-7AB42A72550D09A39E2B-LQTS,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-NSVT-01-01-DIAG,疑似非持续性室性心动过速时，应结合非持续性室性心动过速诊断标准、冠状动脉造影、动态心电图、基因检测、心电图进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,非持续性室性心动过速,DIS-CARD-ARR-NSVT,5,心电图；动态心电图；冠状动脉造影；非持续性室性心动过速诊断标准；基因检测,EXAM-ECG；EXAM-HOLTER；EXAM-CAG；DXC-CARD-REQ-C31462862B56；EXAM-GENETIC,3,EVD-TB-529E398EB043DF2365D9-NSVT；EVD-22F1D1DDC36B0B600F0B-NSVT；EVD-FF93ED940C3A8AC56E8E-NSVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-NSVT-02-01-RISK,非持续性室性心动过速确诊或高度疑似后，应结合非持续性室性心动过速风险分层、低钾血症、冠心病、器质性心脏病、左心室射血分数降低等进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,非持续性室性心动过速,DIS-CARD-ARR-NSVT,9,心力衰竭；心脏骤停；冠心病；器质性心脏病；左心室射血分数降低；心脏性猝死；非持续性室性心动过速风险分层；心源性休克,RF-CARD-B9897348761B；COMP-CARD-0BB4844323FE；RF-CARD-5CED5B5BB8F2；RF-CARD-0B01A8D08815；RF-CARD-F1375C550E45；COMP-CARD-A72F9F86BA4A；RISK-CARD-73780F30E838；COMP-CARD-2D4A7476D746,3,EVD-FF93ED940C3A8AC56E8E-NSVT；EVD-TB-529E398EB043DF2365D9-NSVT；EVD-080C7F9EFF4817993B8A-NSVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-NSVT-03-01-TREAT,非持续性室性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、电复律除颤、非持续性室性心动过速治疗方案、利多卡因、胺碘酮等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,非持续性室性心动过速,DIS-CARD-ARR-NSVT,8,电除颤；非持续性室性心动过速治疗方案；埋藏式心脏转复除颤器；电复律除颤；利多卡因；同步电复律；胺碘酮；ICD治疗,PROC-CARD-6CC6BC610CAE；PLAN-CARD-99A20A48D160；PROC-CARD-5F23E250AADD；PLAN-CARD-A694F46F1102；MED-CARD-91B9687BBE00；PROC-CARD-36488EFD8194；MED-AMIODARONE；PLAN-CARD-946BE3CB675F,3,EVD-TB-529E398EB043DF2365D9-NSVT；EVD-080C7F9EFF4817993B8A-NSVT；EVD-FF93ED940C3A8AC56E8E-NSVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-NSVT-04-01-FOLLOW,非持续性室性心动过速稳定期或治疗后，应按非持续性室性心动过速随访与复查方案、非持续性室性心动过速预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,非持续性室性心动过速,DIS-CARD-ARR-NSVT,2,非持续性室性心动过速预后；非持续性室性心动过速随访与复查方案,PROG-CARD-679A509B0115；FU-CARD-REQ-9FB8C3CF28CA,3,EVD-7BFDC32E4B67887A6330-NSVT；EVD-TB-529E398EB043DF2365D9-NSVT；EVD-FF93ED940C3A8AC56E8E-NSVT,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-PVC-01-01-DIAG,疑似室性期前收缩时，应结合室性期前收缩诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,室性期前收缩,DIS-CARD-ARR-PVC,7,心肌肌钙蛋白；血钾；心电图；基因检测；动态心电图；冠状动脉造影；室性期前收缩诊断标准,LAB-CARD-A9EC1D4DA037；LAB-CARD-F89D5BB72F25；EXAM-ECG；EXAM-GENETIC；EXAM-HOLTER；EXAM-CAG；DXC-CARD-E67828C4B263,3,EVD-B4DE2C162C37E9384DAC-PVC；EVD-FF93ED940C3A8AC56E8E-PVC；EVD-TB-3BBEC2D46A322B320230-PVC,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-PVC-02-01-RISK,室性期前收缩确诊或高度疑似后，应结合室性期前收缩风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,室性期前收缩,DIS-CARD-ARR-PVC,9,室性期前收缩风险分层；心脏性猝死；左心室射血分数降低；冠心病；器质性心脏病；低钾血症；心源性休克；心脏骤停,RISK-CARD-FC946E22ED9C；COMP-CARD-A72F9F86BA4A；RF-CARD-F1375C550E45；RF-CARD-5CED5B5BB8F2；RF-CARD-0B01A8D08815；RF-CARD-180C2F8F80F3；COMP-CARD-2D4A7476D746；COMP-CARD-0BB4844323FE,3,EVD-FF93ED940C3A8AC56E8E-PVC；EVD-126C962B1D9442E4C657-PVC；EVD-TB-949DE4C107ECF4EED7AD-PVC,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-PVC-03-01-TREAT,室性期前收缩治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、室性期前收缩治疗方案、射频消融治疗、β受体阻滞剂、利多卡因等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,室性期前收缩,DIS-CARD-ARR-PVC,13,普萘洛尔；室性期前收缩治疗方案；β受体阻滞剂；电除颤；导管消融；射频消融治疗；抗心律失常药物；ICD治疗,MED-CARD-STD-9146894909；PLAN-CARD-77E2B4A66CCD；MED-BETA-BLOCKER；PROC-CARD-6CC6BC610CAE；PROC-CARD-BA093052CBC6；PLAN-CARD-8D7FDE84DC07；MED-CARD-73E3BE4E64BB；PLAN-CARD-946BE3CB675F,3,EVD-FF93ED940C3A8AC56E8E-PVC；EVD-D527D5824819D7608B4A-PVC；EVD-A44539D8B39FBC98CBFF-PVC,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-VASCD-ARR-PVC-04-01-FOLLOW,室性期前收缩稳定期或治疗后，应按室性期前收缩随访方案、室性期前收缩预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常,室性期前收缩,DIS-CARD-ARR-PVC,2,室性期前收缩随访方案；室性期前收缩预后,FU-CARD-9EE0B12A0727；PROG-CARD-C2428919C0DB,3,EVD-42C822B611D2377A5293-PVC；EVD-B4DE2C162C37E9384DAC-PVC；EVD-FF93ED940C3A8AC56E8E-PVC,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
