推荐编码,推荐名称,是否正式CDSS推荐,审核状态,发布层级,疾病大类,疾病,推荐动作数,推荐动作示例,证据数,临床规则数,诊疗阶段数,关联疾病数,推荐等级,证据等级,缺口,复核结论
REC-CDSS-VASCD-ARR-LQTS-04-01-FOLLOW,长QT间期综合征稳定期或治疗后，应按长QT间期综合征随访与复查方案、长QT间期综合征预后进行随访和复评。,True,clinical_ready,formal,心律失常,长QT间期综合征,2,长QT间期综合征随访与复查方案；长QT间期综合征预后,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-NSVT-01-01-DIAG,疑似非持续性室性心动过速时，应结合非持续性室性心动过速诊断标准、冠状动脉造影、动态心电图、基因检测、心电图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,非持续性室性心动过速,5,心电图；动态心电图；冠状动脉造影；非持续性室性心动过速诊断标准；基因检测,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-NSVT-02-01-RISK,非持续性室性心动过速确诊或高度疑似后，应结合非持续性室性心动过速风险分层、低钾血症、冠心病、器质性心脏病、左心室射血分数降低等进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常,非持续性室性心动过速,9,心力衰竭；心脏骤停；冠心病；器质性心脏病；左心室射血分数降低；心脏性猝死；非持续性室性心动过速风险分层；心源性休克,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-NSVT-03-01-TREAT,非持续性室性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、电复律除颤、非持续性室性心动过速治疗方案、利多卡因、胺碘酮等。,True,clinical_ready,formal,心律失常,非持续性室性心动过速,8,电除颤；非持续性室性心动过速治疗方案；埋藏式心脏转复除颤器；电复律除颤；利多卡因；同步电复律；胺碘酮；ICD治疗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-NSVT-04-01-FOLLOW,非持续性室性心动过速稳定期或治疗后，应按非持续性室性心动过速随访与复查方案、非持续性室性心动过速预后进行随访和复评。,True,clinical_ready,formal,心律失常,非持续性室性心动过速,2,非持续性室性心动过速预后；非持续性室性心动过速随访与复查方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-PVC-01-01-DIAG,疑似室性期前收缩时，应结合室性期前收缩诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,室性期前收缩,7,心肌肌钙蛋白；血钾；心电图；基因检测；动态心电图；冠状动脉造影；室性期前收缩诊断标准,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-PVC-02-01-RISK,室性期前收缩确诊或高度疑似后，应结合室性期前收缩风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常,室性期前收缩,9,室性期前收缩风险分层；心脏性猝死；左心室射血分数降低；冠心病；器质性心脏病；低钾血症；心源性休克；心脏骤停,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-PVC-03-01-TREAT,室性期前收缩治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、室性期前收缩治疗方案、射频消融治疗、β受体阻滞剂、利多卡因等。,True,clinical_ready,formal,心律失常,室性期前收缩,13,普萘洛尔；室性期前收缩治疗方案；β受体阻滞剂；电除颤；导管消融；射频消融治疗；抗心律失常药物；ICD治疗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-PVC-04-01-FOLLOW,室性期前收缩稳定期或治疗后，应按室性期前收缩随访方案、室性期前收缩预后进行随访和复评。,True,clinical_ready,formal,心律失常,室性期前收缩,2,室性期前收缩随访方案；室性期前收缩预后,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-SQTS-01-01-DIAG,疑似短QT间期综合征时，应结合短QT间期综合征诊断标准、冠状动脉造影、基因检测、心电图、心脏磁共振成像进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,短QT间期综合征,5,短QT间期综合征诊断标准；心电图；心脏磁共振；基因检测；冠状动脉造影,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-SQTS-02-01-RISK,短QT间期综合征确诊或高度疑似后，应结合冠心病、器质性心脏病、家族猝死史、左心室射血分数降低、心力衰竭等进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常,短QT间期综合征,7,心脏性猝死；器质性心脏病；左心室射血分数降低；心脏骤停；冠心病；心力衰竭；家族猝死史,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-SQTS-03-01-TREAT,短QT间期综合征治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、短QT间期综合征治疗方案、埋藏式心脏转复除颤器。,True,clinical_ready,formal,心律失常,短QT间期综合征,3,短QT间期综合征治疗方案；埋藏式心脏转复除颤器；ICD治疗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-SQTS-04-01-FOLLOW,短QT间期综合征稳定期或治疗后，应按短QT间期综合征随访方案、短QT间期综合征预后与猝死风险进行随访和复评。,True,clinical_ready,formal,心律失常,短QT间期综合征,2,短QT间期综合征预后与猝死风险；短QT间期综合征随访方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-TDP-01-01-DIAG,疑似尖端扭转型室性心动过速时，应结合尖端扭转型室性心动过速诊断标准、动态心电图、基因检测、心电图、心脏磁共振成像等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,尖端扭转型室性心动过速,7,基因检测；心电图；动态心电图；心脏磁共振；血钾；血镁；尖端扭转型室性心动过速诊断标准,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-TDP-02-01-RISK,尖端扭转型室性心动过速确诊或高度疑似后，应结合尖端扭转型室性心动过速风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常,尖端扭转型室性心动过速,8,心脏性猝死；冠心病；器质性心脏病；心脏骤停；尖端扭转型室性心动过速风险分层；低钾血症；低镁血症；左心室射血分数降低,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-TDP-03-01-TREAT,尖端扭转型室性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、射频消融治疗、尖端扭转型室性心动过速治疗方案、β受体阻滞剂、利多卡因等。,True,clinical_ready,formal,心律失常,尖端扭转型室性心动过速,13,普萘洛尔；埋藏式心脏转复除颤器；普罗帕酮；临时起搏；ICD治疗；导管消融；尖端扭转型室性心动过速治疗方案；奎尼丁,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-TDP-04-01-FOLLOW,尖端扭转型室性心动过速稳定期或治疗后，应按尖端扭转型室性心动过速随访方案、尖端扭转型室性心动过速预后进行随访和复评。,True,clinical_ready,formal,心律失常,尖端扭转型室性心动过速,2,尖端扭转型室性心动过速随访方案；尖端扭转型室性心动过速预后,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VA-01-01-DIAG,疑似室性心律失常时，应结合室性心律失常诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,室性心律失常,7,冠状动脉造影；血钾；动态心电图；室性心律失常诊断标准；心肌肌钙蛋白；基因检测；心电图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VA-02-01-RISK,室性心律失常确诊或高度疑似后，应结合室性心律失常风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常,室性心律失常,9,冠心病；低钾血症；室性心律失常风险分层；心脏性猝死；家族猝死史；器质性心脏病；低镁血症；心源性休克,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VA-03-01-TREAT,室性心律失常治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、室性心律失常治疗方案、射频消融治疗、β受体阻滞剂、利多卡因等。,True,clinical_ready,formal,心律失常,室性心律失常,13,普萘洛尔；ICD治疗；奎尼丁；临时起搏；利多卡因；室性心律失常治疗方案；同步电复律；普罗帕酮,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VA-04-01-FOLLOW,室性心律失常稳定期或治疗后，应按室性心律失常随访方案、室性心律失常预后进行随访和复评。,True,clinical_ready,formal,心律失常,室性心律失常,2,室性心律失常预后；室性心律失常随访方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VF-01-01-DIAG,疑似心室扑动与心室颤动时，应结合心室扑动与心室颤动诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,8,癫痫；动态心电图；心室扑动与心室颤动诊断标准；血镁；基因检测；心电图；冠状动脉造影；血钾,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VF-02-01-RISK,心室扑动与心室颤动确诊或高度疑似后，应结合心室扑动与心室颤动风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,9,低镁血症；器质性心脏病；心源性休克；心室扑动与心室颤动风险分层；低钾血症；心脏性猝死；心脏骤停；冠心病,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VF-03-01-TREAT,心室扑动与心室颤动治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、射频消融治疗、心室扑动与心室颤动治疗方案、β受体阻滞剂、利多卡因等。,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,13,β受体阻滞剂；抗心律失常药物；同步电复律；导管消融；奎尼丁；普罗帕酮；硫酸镁；利多卡因,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VF-04-01-FOLLOW,心室扑动与心室颤动稳定期或治疗后，应按心室扑动与心室颤动随访方案、心室扑动与心室颤动预后进行随访和复评。,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,2,心室扑动与心室颤动预后；心室扑动与心室颤动随访方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VT-01-01-DIAG,疑似持续性室性心动过速时，应结合持续性室性心动过速诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,持续性室性心动过速,8,心肌肌钙蛋白；血镁；血钾；动态心电图；基因检测；冠状动脉造影；心电图；持续性室性心动过速诊断标准,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VT-02-01-RISK,持续性室性心动过速确诊或高度疑似后，应结合持续性室性心动过速风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常,持续性室性心动过速,9,家族猝死史；低镁血症；心源性休克；器质性心脏病；心脏性猝死；冠心病；低钾血症；心脏骤停,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VT-03-01-TREAT,持续性室性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、射频消融治疗、抗心律失常药物治疗、β受体阻滞剂、利多卡因等。,True,clinical_ready,formal,心律失常,持续性室性心动过速,13,普萘洛尔；抗心律失常药物；利多卡因；普罗帕酮；导管消融；同步电复律；射频消融治疗；ICD治疗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-ARR-VT-04-01-FOLLOW,持续性室性心动过速稳定期或治疗后，应按持续性室性心动过速随访方案、持续性室性心动过速预后进行随访和复评。,True,clinical_ready,formal,心律失常,持续性室性心动过速,2,持续性室性心动过速预后；持续性室性心动过速随访方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-SCD-ARREST-01-01-DIAG,疑似心脏骤停时，应结合心脏骤停诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏骤停,8,基因检测；心电图；心脏骤停诊断标准；血钾；心肌肌钙蛋白；癫痫；动态心电图；冠状动脉造影,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-SCD-ARREST-02-01-RISK,心脏骤停确诊或高度疑似后，应结合心脏骤停风险分层、低钾血症、冠心病、器质性心脏病、家族猝死史等进行风险分层和高危因素识别。,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏骤停,9,心脏骤停；心源性休克；低钾血症；器质性心脏病；心脏性猝死；家族猝死史；心脏骤停风险分层；冠心病,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-SCD-ARREST-03-01-TREAT,心脏骤停治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、射频消融治疗、心脏骤停治疗方案、β受体阻滞剂、利多卡因等。,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏骤停,13,普萘洛尔；抗心律失常药物；同步电复律；普罗帕酮；奎尼丁；埋藏式心脏转复除颤器；心肺复苏；导管消融,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-SCD-ARREST-04-01-FOLLOW,心脏骤停稳定期或治疗后，应按心脏骤停随访方案、心脏骤停预后进行随访和复评。,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏骤停,2,心脏骤停预后；心脏骤停随访方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-SCD-SUDDEN-01-01-DIAG,疑似心脏性猝死时，应结合心脏性猝死诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,7,动态心电图；心电图；心脏性猝死诊断标准；基因检测；冠状动脉造影；心肌肌钙蛋白；血钾,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-VASCD-SCD-SUDDEN-02-01-RISK,心脏性猝死确诊或高度疑似后，应结合心脏性猝死风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,9,心脏骤停；低镁血症；心脏性猝死风险分层；低钾血症；心脏性猝死；冠心病；家族猝死史；心源性休克,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-VASCD-SCD-SUDDEN-03-01-TREAT,心脏性猝死治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、射频消融治疗、心脏性猝死治疗方案、β受体阻滞剂、利多卡因等。,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,13,普萘洛尔；埋藏式心脏转复除颤器；导管消融；普罗帕酮；利多卡因；β受体阻滞剂；奎尼丁；抗心律失常药物,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-VASCD-SCD-SUDDEN-04-01-FOLLOW,心脏性猝死稳定期或治疗后，应按心脏性猝死随访方案、心脏性猝死预后进行随访和复评。,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,2,心脏性猝死随访方案；心脏性猝死预后,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CECAF7E945B18B0B,STEMI疑诊心电图与肌钙蛋白评估规则｜心肌肌钙蛋白（检验）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,心肌肌钙蛋白,2,1,1,1,未结构化,未结构化,,通过
REC-CF15CDA1C1D3FADC,室性期前收缩路径治疗决策规则｜射频消融治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,室性期前收缩,1,射频消融治疗,4,1,1,1,未结构化,未结构化,,通过
REC-D0FB9C2CE9FA19D8,心室扑动与心室颤动路径随访安全规则｜心室扑动与心室颤动风险分层（风险分层）推荐,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,1,心室扑动与心室颤动风险分层,3,1,1,1,未结构化,未结构化,,通过
REC-D17B0744432A3C61,房扑抗凝复律规则｜心房扑动治疗方案（治疗方案）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,心房扑动治疗方案,3,1,1,1,未结构化,未结构化,,通过
REC-D19E6F17DCA205FA,法布雷病心肌病路径随访安全规则｜法布雷病心肌病长期心脏随访（随访）推荐,True,clinical_ready,formal,心肌病,法布雷病心肌病,1,法布雷病心肌病长期心脏随访,5,1,1,1,未结构化,未结构化,,通过
REC-D2D781973B06A7AE,房颤抗凝治疗规则｜华法林（药物）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,华法林,3,1,1,1,未结构化,未结构化,,通过
REC-D2F4322AB9136FA8,STEMI再灌注策略选择规则｜再灌注治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,再灌注治疗,3,1,1,1,未结构化,未结构化,,通过
REC-D45CAF96A2017FFB,急性心衰淤血处理规则｜急性心力衰竭治疗方案（治疗方案）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,急性心力衰竭治疗方案,2,1,1,1,未结构化,未结构化,,通过
REC-D528B7393F407AFD,肥厚型心肌病路径评估规则｜肥厚型心肌病诊断标准（诊断标准）推荐,True,clinical_ready,formal,心肌病,肥厚型心肌病,1,肥厚型心肌病诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-D5B3CEFE3FFC72D0,房颤卒中出血评分规则｜心房颤动风险分层（风险分层）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,心房颤动风险分层,1,1,1,1,未结构化,未结构化,,通过
REC-D5C5AFD6B636E261,心肌梗死后心力衰竭路径随访安全规则｜心肌梗死后心力衰竭随访方案（随访）推荐,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,1,心肌梗死后心力衰竭随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-D6E3E20CC3A239C2,心衰LVEF分型规则｜射血分数保留的心力衰竭诊断标准（诊断标准）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,射血分数保留的心力衰竭诊断标准,2,1,1,1,未结构化,未结构化,,通过
REC-D9423724BE813415,隐匿性冠心病路径随访安全规则｜隐匿性冠心病年度临床随访评估（随访）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,隐匿性冠心病,1,隐匿性冠心病年度临床随访评估,5,1,1,1,未结构化,未结构化,,通过
REC-D96FA074667FD3D0,缺血性心肌病路径治疗决策规则｜缺血性心肌病治疗方案（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,1,缺血性心肌病治疗方案,1,1,1,1,未结构化,未结构化,,通过
REC-DBEC9E3EAC0EAF56,室上速/房扑随访规则｜心房扑动随访方案（随访）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,心房扑动随访方案,3,1,1,1,未结构化,未结构化,,通过
REC-DC7A43CC78F92C5E,尖端扭转型室性心动过速路径随访安全规则｜尖端扭转型室性心动过速风险分层（风险分层）推荐,True,clinical_ready,formal,心律失常,尖端扭转型室性心动过速,1,尖端扭转型室性心动过速风险分层,5,1,1,1,未结构化,未结构化,,通过
REC-DD0DEDBFA0440F98,致心律失常性双心室心肌病路径随访安全规则｜致心律失常性双心室心肌病风险分层（风险分层）推荐,True,clinical_ready,formal,心肌病,致心律失常性双心室心肌病,1,致心律失常性双心室心肌病风险分层,5,1,1,1,未结构化,未结构化,,通过
REC-DFA339F6FA11A409,急性冠脉综合征路径治疗决策规则｜抗血小板治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,1,抗血小板治疗,1,1,1,1,未结构化,未结构化,,通过
REC-DFA59E1519BA0EE9,持续性室性心动过速路径随访安全规则｜持续性室性心动过速风险分层（风险分层）推荐,True,clinical_ready,formal,心律失常,持续性室性心动过速,1,持续性室性心动过速风险分层,5,1,1,1,未结构化,未结构化,,通过
REC-DFBFF2D70432B255,心脏骤停路径治疗决策规则｜ICD治疗（治疗方案）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏骤停,1,ICD治疗,2,1,1,1,未结构化,未结构化,,通过
REC-E03C9607D4BEA40D,急性冠脉综合征路径治疗决策规则｜再灌注治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,1,再灌注治疗,1,1,1,1,未结构化,未结构化,,通过
REC-E14001FF270B3D36,STEMI抗血小板与抗凝治疗规则｜氯吡格雷（药物）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,氯吡格雷,2,1,1,1,未结构化,未结构化,,通过
REC-E15C3FE622E9A1B6,非ST段抬高型心肌梗死路径随访安全规则｜非ST段抬高型心肌梗死随访方案（随访）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,非ST段抬高型心肌梗死随访方案,1,1,1,1,未结构化,未结构化,,通过
REC-E1AEF9240B52F0B4,急性冠脉综合征路径治疗决策规则｜氧疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,1,氧疗,1,1,1,1,未结构化,未结构化,,通过
REC-E1C706AC712F073D,致心律失常性左心室心肌病路径评估规则｜ALVC左心室受累诊断流程（诊断标准）推荐,True,clinical_ready,formal,心肌病,致心律失常性左心室心肌病,1,ALVC左心室受累诊断流程,5,1,1,1,未结构化,未结构化,,通过
REC-E2138BD00608DA12,尖端扭转型室性心动过速路径治疗决策规则｜射频消融治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,尖端扭转型室性心动过速,1,射频消融治疗,5,1,1,1,未结构化,未结构化,,通过
REC-E93F9908FD3EA058,STEMI诊断确认规则｜心肌肌钙蛋白（检验）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,心肌肌钙蛋白,3,1,1,1,未结构化,未结构化,,通过
REC-EA3C35D449A69450,心室扑动与心室颤动路径治疗决策规则｜急救复苏（治疗方案）推荐,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,1,急救复苏,3,1,1,1,未结构化,未结构化,,通过
REC-EABA02F1D31DA710,长QT间期综合征路径治疗决策规则｜长QT间期综合征治疗方案（治疗方案）推荐,True,clinical_ready,formal,心律失常,长QT间期综合征,1,长QT间期综合征治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-EB5AFD73BE0DE4DF,非扩张型左心室心肌病路径治疗决策规则｜非扩张型左心室心肌病治疗方案（治疗方案）推荐,True,clinical_ready,formal,心肌病,非扩张型左心室心肌病,1,非扩张型左心室心肌病治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-EC542465AB7E2306,非持续性室性心动过速路径治疗决策规则｜非持续性室性心动过速治疗方案（治疗方案）推荐,True,clinical_ready,formal,心律失常,非持续性室性心动过速,1,非持续性室性心动过速治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-ECBD71CB0860E1D7,致心律失常性左心室心肌病路径随访安全规则｜致心律失常性左心室心肌病随访方案（随访）推荐,True,clinical_ready,formal,心肌病,致心律失常性左心室心肌病,1,致心律失常性左心室心肌病随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-ECD135124D130550,陈旧性心肌梗死路径治疗决策规则｜陈旧性心肌梗死治疗方案（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,陈旧性心肌梗死,1,陈旧性心肌梗死治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-EE40AEAF445DB14C,致心律失常性双心室心肌病路径评估规则｜ABVC双心室受累诊断流程（诊断标准）推荐,True,clinical_ready,formal,心肌病,致心律失常性双心室心肌病,1,ABVC双心室受累诊断流程,5,1,1,1,未结构化,未结构化,,通过
REC-EECDA2166B54C412,致心律失常性右心室心肌病路径评估规则｜致心律失常性右心室心肌病诊断标准（诊断标准）推荐,True,clinical_ready,formal,心肌病,致心律失常性右心室心肌病,1,致心律失常性右心室心肌病诊断标准,4,1,1,1,未结构化,未结构化,,通过
REC-F00FEA7F92ABEDCF,室性心律失常路径随访安全规则｜室性心律失常随访方案（随访）推荐,True,clinical_ready,formal,心律失常,室性心律失常,1,室性心律失常随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-F0606169CFA78157,房颤抗凝治疗规则｜阿哌沙班（药物）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,阿哌沙班,3,1,1,1,未结构化,未结构化,,通过
REC-F0EDA6FAF73E180D,心衰随访与用药安全监测规则｜心力衰竭随访方案（随访）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,心力衰竭随访方案,1,1,1,1,未结构化,未结构化,,通过
REC-F2DB01C170AD5BEE,STEMI抗血小板与抗凝治疗规则｜替格瑞洛（药物）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,替格瑞洛,2,1,1,1,未结构化,未结构化,,通过
REC-F3F15E6BACFFF5B3,尖端扭转型室性心动过速路径评估规则｜尖端扭转型室性心动过速诊断标准（诊断标准）推荐,True,clinical_ready,formal,心律失常,尖端扭转型室性心动过速,1,尖端扭转型室性心动过速诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-F4C0AA882D32F267,心脏骤停路径治疗决策规则｜复律治疗（治疗方案）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏骤停,1,复律治疗,2,1,1,1,未结构化,未结构化,,通过
REC-F562BBBF4440B83B,STEMI二级预防与随访规则｜急性心肌梗死随访方案（随访）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,急性心肌梗死随访方案,2,1,1,1,未结构化,未结构化,,通过
REC-F8156A5B1410D1E6,致心律失常性右心室心肌病路径随访安全规则｜致心律失常性右心室心肌病随访方案（随访）推荐,True,clinical_ready,formal,心肌病,致心律失常性右心室心肌病,1,致心律失常性右心室心肌病随访方案,4,1,1,1,未结构化,未结构化,,通过
REC-F88808D8A152DB97,不稳定型心绞痛路径随访安全规则｜不稳定型心绞痛风险分层（风险分层）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,1,不稳定型心绞痛风险分层,5,1,1,1,未结构化,未结构化,,通过
REC-F89F8062443E14B8,致心律失常性双心室心肌病路径随访安全规则｜ACM谱系定期随访和猝死风险复评（随访）推荐,True,clinical_ready,formal,心肌病,致心律失常性双心室心肌病,1,ACM谱系定期随访和猝死风险复评,5,1,1,1,未结构化,未结构化,,通过
REC-F8E4CE0AAB408D21,心脏性猝死路径随访安全规则｜心脏性猝死随访方案（随访）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,1,心脏性猝死随访方案,4,1,1,1,未结构化,未结构化,,通过
